ID,Year_Birth,Education,MaritalStatus,Income,Recency,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Response
11516,1955,PhD,Married,22554,38,2,4,5,0
11517,1967,Master,Married,37054,89,1,3,7,0
11518,1949,Master,Together,49912,5,10,7,8,1
11519,1955,2n Cycle,Married,62972,39,7,3,6,1
11520,1975,2n Cycle,Married,37284,46,0,3,6,0
11521,1968,2n Cycle,Married,48985,13,1,3,3,0
11522,1974,Graduation,Divorced,39996,85,1,2,6,0
11523,1975,Graduation,Married,61456,47,6,13,4,0
11524,1980,Graduation,Single,28071,65,5,5,8,0
11525,1965,Graduation,Married,69139,23,4,5,4,0
11526,1973,Graduation,Married,33471,47,3,4,7,0
11527,1969,PhD,Married,68462,6,3,8,1,0
11528,1987,Basic,Single,21063,34,2,3,6,0
11529,1970,Master,Single,29548,52,1,2,4,0
11530,1971,Graduation,Single,91700,58,8,5,3,1
11531,1974,Master,Together,21255,56,2,4,4,0
11532,1960,2n Cycle,Together,50523,89,2,4,6,0
11533,1967,Graduation,Together,54178,79,2,5,2,0
11534,1981,Master,Single,22944,67,3,3,7,0
11535,1978,Graduation,Together,53172,54,2,8,3,0
11536,1980,Graduation,Married,80011,3,8,5,4,0
11537,1969,Graduation,Together,62882,26,7,6,4,0
11538,1982,Graduation,Married,63211,3,3,7,2,1
11539,1958,PhD,Widow,33438,81,2,4,5,0
11540,1993,Graduation,Single,74293,66,5,6,2,0
11541,1977,Graduation,Married,75330,94,10,12,6,0
11542,1986,Graduation,Together,83033,82,11,10,5,0
11543,1947,Master,Together,78093,53,4,5,1,0
11544,1968,PhD,Divorced,83664,57,2,12,5,0
11545,1987,Graduation,Single,57100,9,3,7,3,0
11546,1974,PhD,Single,30899,35,1,3,6,0
11547,1948,PhD,Together,66375,96,2,5,7,0
11548,1955,2n Cycle,Married,62972,39,7,3,6,0
11549,1976,Master,Married,34529,94,2,3,7,0
11550,1950,PhD,Together,5648,68,1,0,20,0
11551,1965,2n Cycle,Divorced,60161,17,11,8,8,0
11552,1971,Master,Divorced,42835,64,6,4,6,0
11553,1958,PhD,Divorced,32173,0,1,3,4,0
11554,1951,Master,Married,59412,56,4,8,3,0
11555,1978,2n Cycle,Together,52513,84,9,9,7,0
11556,1966,Graduation,Single,63810,45,4,12,8,0
11557,1957,2n Cycle,Married,82347,38,7,10,3,1
11558,1980,PhD,Married,30732,44,4,4,8,0
11559,1982,Master,Together,73450,85,7,11,3,0
11560,1970,PhD,Single,57642,24,7,6,4,0
11561,1951,Master,Together,59385,85,3,4,5,0
11562,1957,2n Cycle,Married,82347,38,7,10,3,0
11563,1952,Graduation,Single,61823,26,8,10,7,0
11564,1984,Basic,Single,25707,18,1,3,7,0
11565,1989,PhD,Together,77845,40,3,12,1,0
11566,1976,2n Cycle,Together,75484,50,7,6,4,0
11567,1978,Graduation,Together,22775,40,1,2,8,0
11568,1976,Graduation,Married,17148,80,3,3,8,0
11569,1981,PhD,Together,39665,97,4,3,7,0
11570,1981,Master,Single,36143,33,0,2,3,0
11571,1955,PhD,Single,55521,11,6,6,7,1
11572,1990,Graduation,Single,26095,77,1,3,7,0
11573,1956,Graduation,Married,62503,40,8,11,5,0
11574,1970,Graduation,Single,24206,66,1,3,6,0
11575,1970,PhD,Married,69084,43,7,13,8,0
11576,1968,Graduation,Divorced,61671,23,10,6,8,0
11577,1950,Master,Widow,64866,9,7,7,5,0
11578,1953,Graduation,Together,58398,44,5,8,4,0
11579,1973,2n Cycle,Married,23559,87,3,3,7,0
11580,1948,Graduation,Married,77142,54,4,8,2,0
11581,1983,Graduation,Single,22148,16,1,3,7,0
11582,1970,Graduation,Single,76467,44,2,5,6,1
11583,1957,Graduation,Widow,65486,29,4,10,2,0
11584,1967,Graduation,Together,65777,87,2,6,1,0
11585,1960,2n Cycle,Divorced,87305,19,5,8,2,1
11586,1970,Graduation,Together,67419,29,9,8,5,0
11587,1976,Graduation,Married,24027,7,2,3,8,0
11588,1972,Graduation,Single,24762,16,3,2,8,1
11589,1974,Graduation,Married,60093,92,7,10,6,0
11590,1968,Graduation,Married,63967,57,4,12,2,0
11591,1955,Graduation,Single,,95,6,5,7,0
11592,1968,Graduation,Divorced,36997,72,2,4,5,0
11593,1977,Graduation,Married,42014,56,7,6,8,1
11594,1969,Graduation,Single,57731,0,8,6,6,0
11595,1969,Master,Together,65176,57,9,6,6,0
11596,1980,Graduation,Married,77353,38,6,8,4,0
11597,1949,Master,Widow,51529,14,9,5,8,0
11598,1974,PhD,Single,31560,98,2,3,8,0
11599,1979,Graduation,Married,72063,3,5,12,2,0
11600,1970,PhD,Married,38097,70,3,2,7,1
11601,1975,Graduation,Single,53201,49,6,5,7,0
11602,1976,2n Cycle,Together,26907,10,1,3,7,0
11603,1975,2n Cycle,Married,22212,49,2,4,6,0
11604,1949,Graduation,Together,38823,56,2,3,6,0
11605,1988,Master,Married,78285,13,6,10,3,0
11606,1966,PhD,Married,57705,14,8,6,6,0
11607,1978,2n Cycle,Single,36975,50,1,3,7,0
11608,1967,PhD,Married,77766,97,11,11,6,1
11609,1970,Graduation,Married,13260,48,3,3,8,0
11610,1980,Graduation,Married,43586,26,3,4,8,0
11611,1970,Graduation,Single,30015,28,1,4,5,0
11612,1958,Master,Married,49572,25,2,3,7,0
11613,1978,PhD,Single,31626,12,2,2,7,1
11614,1945,PhD,Together,71604,3,8,5,4,1
11615,1957,Graduation,Single,78499,12,11,4,4,1
11616,1963,Graduation,Single,80695,85,5,5,2,0
11617,1972,Master,Divorced,42618,92,5,4,8,0
11618,1967,Graduation,Together,27943,89,2,3,8,0
11619,1969,Graduation,Married,48752,8,6,5,9,1
11620,1988,PhD,Married,67546,90,4,5,3,0
11621,1966,Graduation,Together,43482,83,2,4,6,0
11622,1963,Graduation,Single,80695,85,5,5,2,0
11623,1976,Graduation,Single,20180,27,2,4,7,0
11624,1969,Graduation,Widow,43638,37,4,4,7,0
11625,1979,Master,Married,40662,0,2,3,4,0
11626,1965,PhD,Together,65220,3,8,7,6,1
11627,1974,Graduation,Married,26067,49,3,3,8,0
11628,1954,PhD,Married,70421,98,10,7,6,0
11629,1959,PhD,Married,33762,61,2,2,8,0
11630,1970,Master,Single,44802,71,9,12,8,0
11631,1965,Graduation,Married,69139,23,4,5,4,0
11632,1987,2n Cycle,Single,23830,3,1,3,7,0
11633,1958,Graduation,Together,69096,4,5,10,4,0
11634,1976,Master,Married,53204,40,1,3,4,0
11635,1969,PhD,Married,94871,99,8,4,7,1
11636,1965,PhD,Single,40637,72,1,3,7,0
11637,1951,Graduation,Married,71965,21,6,5,3,0
11638,1957,Graduation,Together,21994,4,0,3,5,0
11639,1971,PhD,Married,60491,81,6,7,5,0
11640,1955,PhD,Married,58482,59,7,9,6,0
11641,1981,2n Cycle,Married,35523,8,3,3,7,0
11642,1968,Graduation,Divorced,36997,72,2,4,5,0
11643,1960,Graduation,Together,13672,86,1,3,8,0
11644,1975,2n Cycle,Together,34984,40,1,3,7,0
11645,1986,Graduation,Divorced,21846,38,4,3,8,0
11646,1948,PhD,Together,46681,52,4,4,5,0
11647,1976,PhD,Married,55424,6,7,9,6,1
11648,1981,Basic,Married,24480,46,3,4,7,0
11649,1971,PhD,Divorced,86979,67,5,5,2,1
11650,1974,PhD,Together,45068,25,1,2,7,0
11651,1973,Master,Together,,87,2,8,1,0
11652,1962,Master,Single,59247,87,5,9,6,0
11653,1978,Master,Together,85738,41,3,11,1,0
11654,1982,Master,Single,75777,12,3,11,1,1
11655,1958,PhD,Divorced,32173,0,1,3,4,0
11656,1972,Master,Together,49854,63,6,5,6,0
11657,1948,PhD,Married,61467,69,5,10,5,0
11658,1967,Graduation,Divorced,68743,81,11,13,7,0
11659,1958,2n Cycle,Single,38741,60,2,3,7,0
11660,1953,Graduation,Married,70503,73,2,9,6,0
11661,1949,Graduation,Widow,72643,60,3,7,2,1
11662,1979,2n Cycle,Married,54210,18,4,7,5,0
11663,1949,PhD,Widow,51569,39,7,7,8,1
11664,1970,PhD,Married,80336,12,2,13,1,0
11665,1949,Master,Together,49912,5,10,7,8,1
11666,1945,Graduation,Widow,63285,84,6,13,3,0
11667,1978,PhD,Married,41014,65,1,2,7,0
11668,1964,Graduation,Married,49096,15,4,4,7,0
11669,1968,Graduation,Together,41728,92,2,2,10,0
11670,1968,Graduation,Divorced,75693,10,11,6,4,1
11671,1966,Graduation,Married,44529,98,6,11,5,0
11672,1983,Graduation,Together,78687,13,4,8,2,1
11673,1965,Graduation,Single,23478,51,3,3,8,0
11674,1955,2n Cycle,Married,72635,54,6,6,3,0
11675,1988,PhD,Married,67546,90,4,5,3,0
11676,1975,Master,Married,37368,4,1,2,6,0
11677,1984,Graduation,Together,35196,68,6,5,8,0
11678,1978,PhD,Married,46377,89,2,3,4,0
11679,1950,Master,Divorced,63120,53,8,9,7,1
11680,1955,Master,Together,82384,55,3,13,1,1
11681,1966,Graduation,Married,44794,99,2,3,6,0
11682,1986,Graduation,Married,32880,76,1,3,8,0
11683,1978,Graduation,Married,38415,91,1,3,7,0
11684,1986,Graduation,Single,,19,27,0,1,0
11685,1972,Graduation,Together,84906,98,5,12,2,0
11686,1967,Graduation,Married,51479,67,6,6,7,0
11687,1986,Graduation,Married,32880,76,1,3,8,0
11688,1975,Graduation,Married,51948,51,5,4,5,0
11689,1975,Graduation,Divorced,36627,78,0,3,5,0
11690,1971,Graduation,Together,74538,21,8,5,3,1
11691,1978,Graduation,Single,28647,54,2,2,7,1
11692,1974,Master,Married,58494,56,6,6,6,0
11693,1954,2n Cycle,Single,42607,30,3,7,3,0
11694,1967,Graduation,Married,42664,44,1,3,6,0
11695,1958,2n Cycle,Together,53083,65,5,5,7,0
11696,1971,PhD,Married,60491,81,6,7,5,0
11697,1975,Graduation,Single,42160,26,2,4,6,1
11698,1947,PhD,Widow,25358,57,1,3,6,0
11699,1960,Master,Together,83151,93,5,4,3,0
11700,1970,Graduation,Divorced,64713,11,5,7,4,1
11701,1953,Graduation,Together,58398,44,5,8,4,0
11702,1987,PhD,Single,42000,23,5,11,5,1
11703,1963,2n Cycle,Married,32632,32,4,8,5,0
11704,1978,PhD,Together,34043,97,2,2,9,0
11705,1963,Graduation,Divorced,68118,51,8,4,6,0
11706,1980,Basic,Married,16005,69,2,2,8,0
11707,1965,2n Cycle,Together,71488,87,3,7,1,0
11708,1967,Graduation,Together,44931,0,2,3,5,0
11709,1947,Graduation,Married,27469,2,0,3,6,0
11710,1969,Graduation,Married,25293,51,1,2,8,0
11711,1960,Graduation,Together,44512,57,1,3,4,0
11712,1967,Graduation,Together,32474,0,1,2,7,0
11713,1971,Graduation,Together,38590,65,1,2,8,0
11714,1964,2n Cycle,Divorced,41713,57,3,4,6,0
11715,1969,Graduation,Single,81657,69,3,8,1,0
11716,1955,PhD,Married,58482,59,7,9,6,0
11717,1979,Graduation,Together,77298,46,6,11,3,0
11718,1978,Graduation,Together,57867,48,7,9,6,0
11719,1955,Graduation,Single,,95,6,5,7,0
11720,1949,Graduation,Widow,72298,52,4,6,1,0
11721,1961,Master,Together,74881,48,9,12,5,0
11722,1966,Graduation,Together,60894,61,10,8,7,0
11723,1979,2n Cycle,Divorced,13533,45,2,3,7,0
11724,1969,Graduation,Married,4428,0,25,0,1,0
11725,1971,Master,Divorced,42835,64,6,4,6,0
11726,1956,Graduation,Married,58116,38,3,8,2,0
11727,1965,Master,Together,45143,74,6,5,7,0
11728,1950,Master,Widow,64866,9,7,7,5,0
11729,1966,Graduation,Together,82427,35,3,12,1,0
11730,1963,PhD,Married,54072,71,2,2,8,0
11731,1948,PhD,Widow,82032,54,4,7,1,0
11732,1947,PhD,Together,73059,36,9,13,4,0
11733,1965,Graduation,Married,44375,73,4,6,5,0
11734,1979,Master,Married,40662,0,2,3,4,0
11735,1971,Graduation,Single,22804,75,2,2,9,0
11736,1973,PhD,Divorced,35860,37,1,2,5,0
11737,1972,PhD,Married,79930,72,3,8,2,0
11738,1954,PhD,Single,74637,73,6,9,3,0
11739,1992,Basic,Single,7500,63,3,2,9,0
11740,1967,Master,Together,62513,16,6,10,6,0
11741,1970,Graduation,Widow,31880,13,1,2,8,0
11742,1979,Basic,Single,16014,42,1,4,3,0
11743,1952,Graduation,Married,28332,58,2,4,2,0
11744,1984,Graduation,Together,26646,26,2,4,6,0
11745,1967,PhD,Divorced,26642,71,2,3,6,0
11746,1971,PhD,Married,46463,56,3,6,6,0
11747,1978,2n Cycle,Married,36550,74,9,5,9,0
11748,1976,2n Cycle,Together,36301,53,3,3,7,0
11749,1982,Master,Married,43815,53,2,3,6,0
11750,1982,2n Cycle,Married,57937,56,4,9,3,0
11751,1986,Master,Married,28072,10,1,3,7,0
11752,1988,Graduation,Married,38872,93,3,3,8,0
11753,1991,2n Cycle,Single,61618,27,3,8,3,0
11754,1979,Graduation,Single,57537,83,4,8,4,0
11755,1970,Graduation,Single,93790,16,6,12,2,1
11756,1979,Graduation,Married,58025,81,3,10,4,0
11757,1970,PhD,Married,69084,43,7,13,8,0
11758,1973,Graduation,Single,34853,75,2,3,6,0
11759,1989,Graduation,Married,37155,51,2,4,5,0
11760,1966,Graduation,Together,37758,49,1,3,8,0
11761,1965,Graduation,Married,72190,79,5,4,3,0
11762,1962,Graduation,Divorced,63887,38,9,12,6,0
11763,1969,Graduation,Single,72679,65,4,5,1,0
11764,1963,Master,Together,57288,27,8,8,6,0
11765,1956,PhD,Married,84117,60,7,6,2,0
11766,1970,2n Cycle,Married,15315,27,2,4,5,0
11767,1970,Graduation,Single,76467,44,2,5,6,1
11768,1970,Graduation,Single,20587,39,1,2,7,0
11769,1950,PhD,Together,50616,71,1,4,2,0
11770,1970,Graduation,Single,,67,2,10,7,0
11771,1986,Master,Married,27161,41,1,3,7,0
11772,1958,Master,Married,80739,92,3,9,1,0
11773,1981,PhD,Single,36038,82,3,3,6,0
11774,1973,PhD,Alone,35860,37,1,2,5,1
11775,1965,Graduation,Together,29672,6,0,3,6,0
11776,1970,Graduation,Divorced,54137,46,4,4,6,0
11777,1969,PhD,Together,69476,3,4,4,2,0
11778,1982,Graduation,Together,61416,25,10,10,6,0
11779,1950,PhD,Together,5648,68,1,0,20,0
11780,1979,Graduation,Divorced,15287,60,1,2,7,1
11781,1977,Graduation,Single,23763,64,1,3,7,0
11782,1955,2n Cycle,Married,72635,54,6,6,3,0
11783,1985,Master,Together,40101,73,6,6,7,0
11784,1969,Graduation,Together,38361,74,3,3,7,0
11785,1969,Master,Widow,67369,81,7,10,4,1
11786,1956,Master,Married,52973,92,9,9,8,0
11787,1971,Graduation,Married,64795,23,3,12,2,0
11788,1949,Master,Married,62845,3,3,10,8,1
11789,1954,Graduation,Divorced,50002,21,8,7,7,0
11790,1960,Graduation,Together,13672,86,1,3,8,0
11791,1984,Graduation,Married,72570,67,4,12,1,0
11792,1984,Graduation,Married,38680,97,2,3,7,0
11793,1966,Basic,Together,22634,47,2,2,8,0
11794,1961,Graduation,Married,27116,78,2,3,7,0
11795,1975,2n Cycle,Married,22212,49,2,4,6,0
11796,1978,Master,Together,85738,41,3,11,1,0
11797,1971,Master,Married,35178,10,1,2,7,1
11798,1959,Graduation,Married,35701,36,1,3,6,0
11799,1975,Master,Single,46098,86,3,2,8,0
11800,1965,Graduation,Married,44375,73,4,6,5,0
11801,1946,PhD,Single,82800,23,7,12,3,1
11802,1984,Graduation,Together,37235,68,1,2,4,0
11803,1971,Master,Divorced,74290,70,10,10,6,0
11804,1965,Master,Single,35791,94,1,3,8,0
11805,1976,Graduation,Together,21675,55,4,3,7,0
11806,1967,PhD,Married,77766,97,11,11,6,1
11807,1975,Graduation,Together,22280,85,1,2,8,0
11808,1989,2n Cycle,Married,59060,77,3,7,4,0
11809,1976,Graduation,Married,7500,19,4,2,9,1
11810,1959,Graduation,Widow,76320,49,6,4,2,0
11811,1976,Graduation,Single,75825,40,5,9,4,1
11812,1958,Master,Alone,61331,42,11,6,8,0
11813,1961,Graduation,Single,30081,27,1,3,7,0
11814,1985,Graduation,Single,70596,68,3,12,2,0
11815,1961,Graduation,Married,16860,19,1,3,7,0
11816,1969,Graduation,Widow,40590,30,3,3,6,0
11817,1971,Graduation,Married,70886,65,5,4,2,0
11818,1972,Graduation,Married,40321,59,3,3,7,0
11819,1974,Graduation,Married,45837,88,6,5,7,0
11820,1975,Graduation,Together,76532,38,9,7,5,0
11821,1966,Master,Married,33585,91,2,4,4,0
11822,1981,Master,Married,36959,56,2,3,8,0
11823,1983,Master,Single,89616,36,7,12,2,1
11824,1981,Master,Together,42021,34,10,6,9,0
11825,1947,Graduation,Married,27469,2,0,3,6,0
11826,1973,PhD,Together,20427,63,1,2,8,0
11827,1990,Basic,Married,24279,6,4,3,8,0
11828,1975,PhD,Together,56559,46,4,8,4,0
11829,1980,PhD,Single,76412,15,5,8,3,1
11830,1972,Graduation,Married,69209,4,5,6,4,0
11831,1966,Graduation,Divorced,55686,27,6,5,4,0
11832,1954,Graduation,Married,80067,82,4,6,2,0
11833,1967,PhD,Married,77766,97,11,11,6,1
11834,1958,Master,Married,51412,42,3,4,4,0
11835,1977,Graduation,Married,34380,68,4,3,8,0
11836,1974,Master,Married,58494,56,6,6,6,0
11837,1985,PhD,Married,18169,40,1,2,8,0
11838,1965,Master,Together,45143,74,6,5,7,0
11839,1950,Graduation,Together,60905,27,3,7,2,0
11840,1977,Master,Married,55842,19,7,8,5,0
11841,1963,Graduation,Divorced,68118,51,8,4,6,0
11842,1969,Master,Single,39858,67,2,4,6,1
11843,1971,Master,Married,49505,4,10,8,8,0
11844,1990,Graduation,Married,18929,15,1,4,6,0
11845,1968,Graduation,Single,70566,4,6,9,3,0
11846,1979,PhD,Together,27922,80,2,3,4,0
11847,1964,Graduation,Married,40800,77,3,3,7,0
11848,1976,Master,Together,21024,89,2,4,7,0
11849,1961,Graduation,Married,36443,9,3,3,8,0
11850,1972,2n Cycle,Together,50334,24,7,6,6,0
11851,1973,Graduation,Widow,60208,13,8,7,7,1
11852,1989,Graduation,Married,37155,51,2,4,5,0
11853,1982,Master,Married,21059,40,3,3,6,0
11854,1986,PhD,Together,91820,72,5,12,1,0
11855,1964,PhD,Married,45759,13,2,3,7,0
11856,1982,PhD,Together,70038,54,4,8,2,0
11857,1949,Master,Together,49912,5,10,7,8,1
11858,1956,PhD,Together,77376,72,6,10,4,0
11859,1970,PhD,Married,23626,84,3,3,5,0
11860,1950,PhD,Widow,76842,37,1,7,0,0
11861,1978,Graduation,Married,51267,37,3,5,4,0
11862,1977,Graduation,Married,54809,0,2,5,4,1
11863,1981,2n Cycle,Married,27733,16,2,3,7,0
11864,1983,PhD,Married,23536,53,0,3,3,0
11865,1983,Graduation,Married,,11,1,2,7,0
11866,1973,Graduation,Widow,60208,13,8,7,7,1
11867,1965,Master,Single,55250,49,7,10,5,0
11868,1949,Graduation,Together,54591,63,6,8,5,0
11869,1986,PhD,Together,91820,72,5,12,1,0
11870,1952,Graduation,Divorced,82623,58,2,4,1,0
11871,1978,Graduation,Married,28442,53,2,4,4,0
11872,1957,Master,Together,65487,48,3,6,2,0
11873,1950,Graduation,Married,80763,17,5,6,3,1
11874,1976,Master,Together,30560,6,1,3,7,0
11875,1962,Graduation,Divorced,37859,75,1,3,8,0
11876,1978,Graduation,Single,38643,45,2,3,7,0
11877,1983,PhD,Married,50150,32,5,7,5,0
11878,1971,Graduation,Married,70886,65,5,4,2,0
11879,1984,Graduation,Single,79607,37,3,6,1,1
11880,1948,PhD,Married,61467,69,5,10,5,0
11881,1957,Graduation,Single,64849,42,9,6,5,1
11882,1968,Master,Together,34053,14,3,3,8,0
11883,1957,Graduation,Widow,65486,29,4,10,2,0
11884,1983,Master,Married,27100,64,1,3,7,0
11885,1962,2n Cycle,Together,82122,89,3,13,1,0
11886,1954,Graduation,Divorced,50002,21,8,7,7,0
11887,1960,Master,Divorced,39228,1,0,3,4,0
11888,1956,Master,Married,50965,87,10,5,8,0
11889,1984,PhD,Single,82733,28,8,7,4,1
11890,1962,Graduation,Single,66565,80,4,9,8,0
11891,1971,PhD,Together,32892,78,3,3,8,0
11892,1951,Graduation,Married,75903,50,6,9,3,0
11893,1962,Graduation,Married,71434,4,7,7,4,0
11894,1968,Graduation,Single,75922,60,4,9,1,0
11895,1970,Graduation,Married,90765,25,4,5,1,0
11896,1971,Graduation,Together,71796,54,9,4,4,0
11897,1981,Master,Married,36959,56,2,3,8,0
11898,1967,Graduation,Together,44931,0,2,3,5,0
11899,1952,PhD,Married,54549,8,5,4,7,0
11900,1980,Graduation,Married,43586,26,3,4,8,0
11901,1971,Graduation,Single,10245,32,1,2,5,0
11902,1988,Graduation,Single,20518,58,1,2,5,0
11903,1994,Graduation,Together,80134,11,2,11,5,0
11904,1971,Graduation,Single,55239,59,7,11,5,0
11905,1976,Master,Together,46106,84,1,2,6,0
11906,1953,Graduation,Together,80812,95,4,5,2,0
11907,1988,Master,Married,78285,13,6,10,3,0
11908,1958,Master,Married,51412,42,3,4,4,0
11909,1956,Master,Married,50965,87,10,5,8,0
11910,1980,Basic,Married,25965,29,2,3,8,0
11911,1951,Graduation,Together,40689,69,7,5,8,0
11912,1963,PhD,Divorced,72968,8,5,8,3,1
11913,1979,Graduation,Divorced,15287,60,1,2,7,1
11914,1971,Master,Married,35178,10,1,2,7,1
11915,1975,Graduation,Divorced,70300,89,5,13,8,0
11916,1971,Graduation,Single,26954,17,1,2,7,0
11917,1970,PhD,Single,57642,24,7,6,4,0
11918,1975,Master,Married,44319,18,2,3,5,0
11919,1952,Graduation,Single,61823,26,8,10,7,0
11920,1981,2n Cycle,Married,56337,25,8,4,8,1
11921,1985,Graduation,Married,19986,74,0,3,7,0
11922,1978,Graduation,Married,73807,88,5,11,2,0
11923,1988,Graduation,Together,87679,62,7,10,4,1
11924,1973,Graduation,Married,92955,35,6,9,2,1
11925,1963,Graduation,Single,49980,79,3,5,5,0
11926,1970,2n Cycle,Married,15315,27,2,4,5,0
11927,1989,PhD,Together,77845,40,3,12,1,0
11928,1981,Graduation,Together,38547,49,1,2,8,0
11929,1986,Graduation,Divorced,41411,11,2,4,6,0
11930,1970,Graduation,Single,24163,3,1,3,4,0
11931,1982,PhD,Single,38513,20,6,5,8,1
11932,1964,2n Cycle,Single,,49,1,2,7,0
11933,1976,PhD,Divorced,14849,39,2,4,8,0
11934,1962,2n Cycle,Together,82122,89,3,13,1,0
11935,1972,Graduation,Married,77981,78,7,7,5,0
11936,1956,PhD,Widow,35340,1,2,3,5,0
11937,1976,PhD,Together,52190,39,2,3,5,0
11938,1984,PhD,Married,18988,43,1,3,7,0
11939,1954,Master,Together,,83,4,4,6,0
11940,1989,2n Cycle,Together,10404,52,1,4,5,0
11941,1975,Master,Together,53253,61,4,5,5,0
11942,1974,Graduation,Married,30631,75,3,2,7,0
11943,1951,Graduation,Widow,67046,92,4,4,2,0
11944,1965,2n Cycle,Married,46891,91,2,4,4,0
11945,1972,PhD,Married,29791,21,2,3,5,0
11946,1988,Graduation,Married,38872,93,3,3,8,0
11947,1969,Graduation,Married,75759,46,9,9,5,1
11948,1968,PhD,Married,36778,63,3,3,9,0
11949,1980,Graduation,Together,62994,74,6,4,6,0
11950,1955,Master,Married,38452,62,3,3,7,0
11951,1982,2n Cycle,Married,57937,56,4,9,3,0
11952,1976,PhD,Divorced,55412,65,2,3,5,0
11953,1977,2n Cycle,Single,31878,7,1,4,3,0
11954,1978,Graduation,Married,66373,57,4,10,3,0
11955,1968,Graduation,Married,19329,39,4,3,8,0
11956,1958,PhD,Together,74250,90,2,4,1,0
11957,1960,Graduation,Together,62807,83,5,12,5,0
11958,1983,Graduation,Single,22148,16,1,3,7,0
11959,1963,Graduation,Divorced,45146,28,1,2,4,0
11960,1957,Master,Absurd,65487,48,3,6,2,0
11961,1978,Graduation,Married,66373,57,4,10,3,0
11962,1968,Graduation,Married,63967,57,4,12,2,0
11963,1959,Graduation,Married,58113,66,9,8,7,0
11964,1967,PhD,Together,56575,42,7,7,5,0
11965,1989,Graduation,Married,,69,6,12,3,0
11966,1972,PhD,Married,70116,73,2,12,1,0
11967,1964,Graduation,Divorced,41638,68,5,3,8,0
11968,1970,Graduation,Married,63684,61,8,8,5,0
11969,1950,Graduation,Together,34026,11,2,3,5,0
11970,1984,Graduation,Married,27255,3,1,3,7,0
11971,1969,2n Cycle,Married,46831,84,1,2,4,0
11972,1957,Graduation,Married,23539,13,2,4,6,0
11973,1983,2n Cycle,Single,81698,1,8,5,5,1
11974,1956,Master,Single,64857,78,7,10,4,0
11975,1969,Graduation,Married,56796,24,8,7,7,0
11976,1973,PhD,Married,37401,14,2,3,7,0
11977,1973,PhD,Married,157243,98,0,0,0,0
11978,1988,2n Cycle,Married,16248,77,2,3,6,0
11979,1986,PhD,Married,45921,23,2,6,4,0
11980,1961,Graduation,Single,57091,0,7,7,5,1
11981,1953,Graduation,Together,94384,62,5,5,2,1
11982,1967,PhD,Divorced,28420,36,1,2,6,0
11983,1953,Graduation,Together,48794,97,1,3,4,0
11984,1986,PhD,Single,29999,22,3,4,8,0
